# File: Andrew_cement_production.csv
# Title: Andrew historical cement production
# Units: kt cement
# Description: Historical cement production 1880 - 2024 by country, energy use, energy intensity, process-based emissions, energy-use emissions, and total emissions
# Source: 1. annual_cement_production.csv from https://zenodo.org/records/14931651 documented here https://essd.copernicus.org/articles/11/1675/2019/
# Column types: ncccc
# ----------
Year,AFG,ALB,DZA,AND,AGO,AIA,ATA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BES,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CAN,CPV,CYM,CAF,TCD,CHL,CHN,CXR,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CUW,CYP,CZE,CSK,PRK,COD,VDR,DNK,DJI,DMA,DOM,East & West Pakistan,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,DEW,FSM,Federation of Malaya-Singapore,FJI,FIN,YMD,DDR,PCZ,YEM (886),FRA,French Equatorial Africa,GUF,French Indo-China,PYF,French West Africa,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRQ,IRL,IRN,ISR,ITA,JAM,JPN,Japan (Excluding The Ruyuku Islands),JOR,KAZ,KEN,KIR,KSV,KWT,Kuwaiti Oil Fires,KGZ,LAO,LVA,LBN,Leeward Islands,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MEX,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,ANT,Netherland Antilles and Aruba,NLD,NCL,NZL,NIC,NER,NGA,NIU,NOR,PSE,OMN,Pacific Islands (Palau),PAK,PLW,PAN,PNG,PRY,Peninsular Malaysia,PER,PHL,BOL,POL,PRT,QAT,CMR,KOR,MDA,SSD,Republic of South Vietnam,SDN (729),REU,Rhodesia-Nyasaland,ROU,RUS,RWA,Rwanda-Urundi,Ryukyu Islands,Sabah,SHN,LCA,SXM,WSM,STP,Sarawak,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,KNA (659),KNA (658),SPM,VCT,SDN (736),SUR,SWZ,SWE,CHE,SYR,TWN,TJK,Tanganyika,THA,TLS,TGO,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,United Korea,TZA,USA,URY,SUN,UZB,VUT,VEN,VNM,WLF,YEM (887),YUG,SCG,ZMB,Zanzibar,ZWE
1989,102.935792,757.313329,6815.819964,,1000.680259,,0,0,4470.35441,551.810189,0,6896.698086,4749.42974,1113.839084,0,154.403688,316.159934,213.224141,3198.321189,6720.466056,0,249.986924,0,116,0,251.67538,0,25920.012,0,0,4970.118141,0,0,0,12587.57689,0,0,0,0,2007.24795,210290,0,6638.901286,0,124.993462,0,610.262197,499.973848,2576.903066,3139.541666,0,1044.063036,7582.369049,,7079.157201,455.858509,,2007.24795,0,0,1602.857338,,2249.882318,12476.65469,632.319867,0,,837.93399,374.980386,0,0,,,,58.820453,1595.393526,,,0,,26829.47902,0,0,,0,,117.640906,0,695.038287,40762.57376,566.146858,0,12536.7287,0,0,220.576698,875.710461,0,0,0,220.576698,647.02498,2139.593969,3860.092212,117.414673,45997.30275,14094.85099,12520.77709,1624.915008,12757.69589,2286.645101,39380.29312,433.800839,79718,,1926.369828,8890.275261,1213.171838,0,,1110.236046,,1532.806079,0,551.810189,904.364461,0,,88.230679,2720.44594,,2084.27119,588.204528,0,809.318003,59.052945,73.525566,4793.8669,0,22.05767,0,,198.519028,88.230679,0,22763.74589,514.678962,0,0,4198.981653,73.525566,397.038056,,0,220.576698,,,3543.932279,66.025958,728.008185,132.346019,29.410226,3499.816939,0,1374.928083,,948.479801,0,6933.460869,,168.863361,0,323.51249,,2102.831186,3624.470841,507.326405,17124.10431,5984.981068,301.45482,617.318251,30468.99453,2318.811555,0,,148.414634,0,,13264.0121,85085.30498,66.526876,,,,0,0,0,0,0,,11440.78398,382.332943,3471.867935,0,0,1705.79313,3346.105453,1229.124576,0,51.467896,8028.991802,27374.01105,397.038056,0,0,0,0,,51.467896,0,2433.696233,5463.457165,3499.445685,18043.207,551.810189,,15024.649,,389.6855,0,382.246108,3263.630825,23792.87314,1532.981077,,,14.705113,23286.06198,3389.52859,16844.81334,,536.736631,70025,558.794301,140426.4784,8195.403172,0,4507.117193,1992.542837,,698.492877,,,382.332943,,720.550546
1990,112,750,6340,0,260,0,0,0,3611.6,537.065607,0,7070,4900,1084.076874,0,148,337,200,3112.860812,6930,0,300,0,116,0,236.087219,,25848.359,0,,4710,,,,11700,0,0,0,,2120,209710,0,6250,0,90,0,620,500,2341.733304,3000,0,1130,7113.773594,10200,6130,461,,1660,,0,1060,,2250,14100,641,0,0,815.54407,340,0,0,30500,,,78,1670,,7230,0,,26400,0,,,0,,116,0,676.466596,37700,675,0,13600,0,0,225,1680,,0,,200,652,1810,3930,114,49000,13800,10000,1630,14689.66849,2870,40000,442,84446,,1820,8652.723673,1510,0,,900,,1491.848909,,537.065607,900,0,0,49,2700,,2028.578659,636,,744.106982,60,99,5880,0,20,0,,250,104,0,24289.012,441,0,0,4200,79,414,,0,107,,,3730,65,750,219.4,20,3500,0,1260,0,1000,0,7490,,300,,326,,2190,6360,560,12500,7280,267,624,33600,2288,0,,170.735946,,,9470,83034,60,,,,0,0,0,0,0,,12000,470,3268.614061,0,,1850,3115.573013,1125.366553,0,40,7810,28100,400,0,0,0,0,,50,0,2480,5210,3500,18458.413,537.065607,,18059.121,,399,0,438,3300,24500,1492.019231,0,0,27,22729.1,3260,14700,,540,71400,500,137000,7976.418834,0,5230,2500,,828,7950,,437,,700
1991,112,600,6319,0,260,0,0,0,4339.1,505.768314,0,6108,5016,1020.902708,0,150,275,200,2931.460037,7184,0,320,0,116,0,244.818957,,27490.09,0,,2374,,,,9396,0,0,0,,2251,252610,0,6302,0,103,0,700,500,1888.061155,2000,0,1134,5817.34366,8299,5169,250,,2016,,0,1235,,2300,16427,680,0,,768.018551,290,0,0,,,,79,1324,,,0,,26507,0,,,0,,117,0,637.045763,34396,750,0,11808,0,0,240,1440,,0,,250,693,1677,2529,106,51000,16153,5000,1600,15135.78904,3550,40806,384,89564,,1363,8148.489505,1423,0,,98,0,1404.911984,,505.768314,900,0,0,2,2369,,1910.364012,688,,714.633535,60,120,7451,0,20,0,,245,105,0,24784.602,227,0,0,5770,80,443,,0,136,,,3546,90,576,239,20,3500,0,1147,0,995,0,7762,,300,,326,,2200,6913,587.05695,12012,7473,527,521,38335,1800,0,,170.716772,,,6692,76193.69156,60,,,,0,0,0,0,0,,11371,503,3270.105345,0,,2000,2498.370371,1007.079385,0,10,7427,25119,400,0,0,0,0,,50,0,2395,4700,3500,19398.604,505.768314,,19164.946,,388,0,485,4009,26091,1405.07238,0,0,50,21744.5,3473,12297,,540,68465,500,127000,7511.596072,0,6337,3000,,850,7500,,367,,865
1992,112,200,6400,0,300,0,0,0,5050.6,400,0,5412,5031,800,0,220,273,175,2300,8073,0,370,0,116,0,150,,23902.73,0,0,2132,,,,5698,0,0,0,,2645,308220,0,6807,0,115,0,700,510,1768,2000,0,1131,5999.845409,8500,4747,174,,2072,,0,1365,,2250,17000,419,0,,600,300,0,0,,0,,84,1129,,,0,,21165,0,,,0,,116,0,500,37529,1024,0,10668,0,0,235,1400,,0,,200,650,1643,2236,100,50000,17280,2000,1600,15143.67123,3960,41347,475,88252,,3134,6400,1508,0,,533,0,1100,7,1500,1500,0,0,8,2300,,400,600,,516,60,112,8366,0,20,0,0,240,122,0,26586.993,133,0,0,6340,30,464,,0,238,,,3300,90,579,277,29,3500,0,1266,0,970,0,7793,0,250,,325,,2090,6667,649.64379,11908,7638,544,620,42650,1088.2,0,,252.072075,,,6271,61700,60,,,,0,0,0,0,0,,15324,601,2028.234443,0,,1900,2499.661784,801,0,25,7028,24616.107,817,0,0,0,0,,50,0,2289,4260,3700,21463.718,400,,21723.249,,350,0,482,3999,28607,1100,0,0,50,20100,3800,11006,,540,70883,500,,5900,0,6585,4000,,800,,2036,347,,900
1993,115,200,6400,0,250,0,0,0,5647.2,200,0,5500,4941,600,0,225,275,62,1900,7612,0,506,0,108,0,150,,24842.915,0,0,2007,,,,6672,0,0,0,,3021,363330,0,7930,0,114,0,860,500,1683,1049,0,1089,5393,,3980,149,,2270,,0,1271,,2098,16000,861,0,0,500,350,0,0,,0,,80,835,,,0,,20464,0,,,0,,132,0,300,36649,1203,0,12618,0,0,230,1119,,0,,100,723,1712,2533,86,53812,18934,2000,1450,16073.15616,4536,33771,451,88047,,3514,4000,1417,0,,500,0,700,7,1000,3000,0,0,8,2300,,300,720,,499,60,127,8797,0,20,0,0,220,111,0,28029.205,82,0,0,6350,20,400,,0,274,,,3078,90,800,255,29,3200,0,1344,0,1000,0,8321,0,571,,490,,2500,7962,717.60741,12228,7617,544,620,46893,960.3,0,,251.740726,,,6240,49900,60,,,,0,0,0,0,0,,15300,590,1084.490154,0,,2980,2500,707,0,25,7356,22838.228,676,0,0,0,0,,50,0,2162,4000,4500,23970.821,300,,26299.939,,350,0,528,4269,31241,1100,0,0,50,15000,4000,11039,,540,75117,500,,5300,0,6842,4200,,800,,1088,350,,1000
1994,115,100,6060,0,240,0,0,0,6306,100,0,6500,4828,467,0,225,280,78,1488,8412,0,465,0,120,0,244,,25229.609,0,0,1910,0,,100,10584,0,0,0,,2995,421190,0,9322,0,87,0,940,1100,2055,1081,0,1053,5303,,4330,166,,2430,,0,1276,,2164,16100,850,0,45,402,464,0,0,,0,,94,869,,,0,,21296,0,38,,0,,126,0,100,36130,1346,0,12636,0,0,230,1200,250,0,,0,615,1927,2813,81,57000,21907,2000,1623,16739.73699,4800,32713,445,91625,,4000,2000,1452,0,,1000,0,400,10,736,3450,0,0,3,3800,,244,711,,486,40,122,9928,0,15,0,0,220,374,0,31480.242,86,0,0,6350,60,470,20,0,316,,,3180,90,900,309,29,2627,0,1444,0,1200,0,8100,0,615,,659,,3177,9571,776.30163,13834,7977,469,479,51634,769.1,0,,163.257113,321,,6676,37200,10,,,,0,0,0,0,0,,15000,685,1606.641477,0,100,3100,2700,898,0,25,7905,25130.751,925,0,0,0,0,,60,0,2153,4370,4500,22721.65,200,,29929.089,,286,0,583,4606,29493,700,0,0,36,11400,5000,12307,,315,79353,707,,4800,0,6927,4700,,800,,1612,280,,1070
1995,115,200,6822,0,200,0,0,0,5477.1,228,0,6500,3843,196,0,197,280,75,1235,8223,0,579,0,140,0,226,,28256.304,0,0,2070,30,,100,10440,0,0,0,,3275,475910,0,9407,0,96,0,865,1000,1708,1470,0,1021,4825,,4220,235,,2584,,0,1453,,2616,17665,890,0,50,417,611,0,0,,0,,91,907,,,0,,19692,0,60,,0,,154,0,100,33302,1300,0,14480,0,0,230,1152,250,0,,0,721,1913,2875,82,62000,23129,2108,1730,17381.53425,6204,33715,523.462,90473,,3508,2616,1566,0,,1950,0,310,10,649,3538,0,0,5,3210,,203,714,,524,40,139,10713,0,13,0,0,220,120,0,25121.619,109,0,0,6401,60,517,20,0,327,,,3180,100,950,324,30,2602,0,1613,0,1177,0,8586,0,615,,635,,3792,10554,892.43095,13914,8123,475,552,55130,518.8,0,,392.259688,313,,6842,36500,10,,,,0,0,0,0,0,,15773,694,1694.099179,0,100,3200,2902,991,0,25,9071,26421.841,894,0,0,0,0,,60,0,2539,4024,4463,22478.018,100,,33860.907,,350,0,559,4938,33153,437,0,0,85,7600,5918,11805,,596,78320,600,,3400,0,7672,5828,,1088,,1696,312,,968
1996,116,203,6500,0,270,0,0,0,5117.3,282,0,6250,3874,223,0,192,650,107,1467,7857,0,360,0,160,0,150,,34597.049,0,250,2137,30,,200,11587,0,0,0,,3634,492120,0,8907,0,50,0,830,1000,1842,1453,0,1000,5015,,3790,241,,2629,,0,1642,,3028,18700,948,0,47,388,690,0,0,,0,,84,975,,,0,,19514,0,52,,0,,185,0,85,31533,1500,0,14700,0,0,230,1090,260,0,,0,952,2027,2747,88,75000,24646,1600,1933,17753.35616,5600,33327,555.125,94493,,3512,1120,1816,0,,2000,0,544,78,700,3500,0,0,15,3550,,325,667,,491,44,91,12349,0,12,0,0,220,100,0,28047.21,106,0,0,6585,180,505,50,0,309,,,3140,100,974,360,29,2545,0,1664,0,1260,0,8900,0,647,,613,,3848,12429,900.9568,13959,8455,690,305,57260,494.4,0,,384.946029,299,,6956,27800,42,,,,0,0,0,0,0,,16437,811,2199.183368,0,160,3300,2802,1026,0,0,9000,25406.17,928,0,0,0,0,,60,0,2447,3638,4500,21537.344,50,,38873.866,,413,0,617,4567,35214,451,0,0,250,5017,6000,12214,,726,80818,685,,3300,0,7556,6586,,1028,,2205,348,,1000
1997,116,100,7096,0,301,0,0,0,6768.7,297,0,6450,3852,315,0,172,1013,173,1876,8052,0,200,0,160,0,200,,38096.043,0,250,1654,40,,150,12015,0,0,0,,3735,512760,0,8446,0,20,0,940,1100,2134,1707,0,910,4877,,3340,125,,2683,,0,1835,,2900,19700,1020,0,60,423,752,0,0,,0,,96,905,,,0,,19780,0,51,,0,,200,0,91,35945,1700,0,14982,0,0,230,1280,260,0,,0,1041,1925,2811,101,80000,27505,1700,2100,19113.61644,5400,33721,588.288,91937,,3251,661,1506,0,,2000,0,658,84,714,2703,0,0,7,2524,,246,683,,500,36,176,12668,0,30,0,0,220,80,0,29526.391,112,0,0,7236,220,516,50,0,225,,,3230,100,976,377,30,2520,0,1724,0,1264,0,9001,0,700,,675,,4301,14681,1047.95107,15003,9395,692,620,59796,611.8,0,,281.807832,299,,7298,26700,61,,,,0,0,0,0,0,,15400,854,2004.206602,0,160,3300,3136,1113,0,0,9797,27933.154,965,0,0,0,0,,60,0,2253,3568,4840,21522.439,36,,37115.268,,421,0,653,4424,36035,450,0,0,290,5098,5250,12638,,621,84255,781,,3300,0,8145,8019,,1235,,2011,384,,1100
1998,116,84,7500,0,350,0,0,0,7091.8,300,0,6850,3850,201,0,230,1240,259,2035,7000,0,200,0,150,0,300,,39941.916,0,216,1742,40,,150,12124,0,0,0,,3888,536000,0,9190,0,0,0,1085,650,2295,1713,0,1207,4604,,3150,134,,2528,,0,1885,,2600,21000,1065,0,45,321,750,0,0,,0,,90,1098,,,0,,19500,0,88,,0,,196,0,200,36610,1630,0,15000,0,0,230,1500,277,0,,0,896,1539,2999,118,85000,22341,2000,2000,20019.8137,6476,35512,557.991,81328,,2650,600,1426,0,,1345,0,709,80,788,3316,0,0,10,3000,,366,699,,461,44,134,10397,0,0,0,0,220,100,0,30727.575,109,0,0,7414,212,365,150,0,280,,,3200,0,950,377,30,2700,0,1676,0,1333,0,8901,0,750,,730,,4340,12888,1166.51116,14970,9500,986,740,46091,493,0,,200.327451,380,,7300,26000,59,,,,0,0,0,0,0,,15786,1000,2245.719566,0,100,2340,4705,1149,0,0,8738,32449.065,874,0,0,0,0,,60,0,2252,3600,4607,19651.529,18,,22722,,500,0,690,4588,38200,450,0,0,321,5591,7066,12409,,778,85522,872,,3400,0,8202,9738,,1201,,2253,351,,1100
1999,116,106,7500,0,207,0,0,0,7186.6,287,0,7450,3817,177,0,156,2085,253,2100,7277,0,200,0,150,0,300,,40233.915,0,208,2060,180,,0,12634,0,0,0,,3036,573000,0,9200,0,0,0,1100,650,2712,1785,0,1157,4241,,4100,159,,1926,,0,2283,,2300,23313,1031,0,45,358,638,0,0,,0,,95,1310,,,0,,20219,0,88,,0,,180,0,341,35912,1870,0,13908,0,0,230,1600,297,0,,0,980,1387,2979,131,90000,23925,5000,2466,21757.28493,6354,37299,501.148,80120,,2687,838,1440,0,,1435,0,386,80,666,2714,0,0,15,3000,,,742,,520,46,187,10104,0,0,0,0,220,100,0,31801.609,104,0,0,7530,216,338,,0,290,,,3480,0,1030,350,30,2500,0,1827,0,1217,0,9600,0,760,,730,,3799,12556,1201.27432,15555,10147,1025,850,48157,462,0,,229.976192,380,,6252,28400,66,,,,0,0,0,0,0,,16313,1000,1568.350825,0,45,1660,4718,1224,0,0,8068,35781.978,976,0,0,0,0,,60,0,2298,3548,5134,18283.162,30,,25354.32,,600,0,688,4864,34258,450,0,0,347,5828,7069,12697,,833,87777,789,,4471,0,8500,10489,,1454,,1575,300,,1000
2000,25,180,8300,0,201,0,0,0,6121.3,219,0,7500,3776,200,0,89,3580,268,1847,7150,0,250,0,150,0,628,,39900.727,0,232,2209,100,,0,12612,0,0,0,,3377,597000,0,9750,0,20,0,1050,650,2852,1633,0,1398,4093,,4600,169,,2009,,0,2505,,2800,24143,1064,0,45,329,880,0,0,,0,,95,1422,,,0,,20137,0,88,,0,,210,0,348,35414,1950,0,15463,0,0,265,1960,300,0,,0,1284,1284,3326,144,95000,27789,6000,2620,23586.67397,5703,38925,521.344,80995,,2640,1175,1367,0,,1187,0,500,92,570,2808,0,0,71,3000,,,749,,585,51,156,11445,0,0,0,0,255,120,0,33227.839,92,0,0,8100,270,393,0,0,300,,,3450,100,1070,530,40,2500,0,1851,0,1238,0,9900,0,950,,650,,3906,11959,1071.941,15046,10343,1210,890,51255,431.9,0,,148.510398,380,,6058,32400,71,,,,0,0,0,0,0,,18107,1341,2111.090158,0,73,1150,3045,1300,0,0,7971,37784.543,1008,0,0,0,0,,60,0,2651,3771,4631,17572.303,50,,25498.912,,700,0,743,5657,35825,450,0,0,367,5311,6100,12702,,833,89510,700,,3521,0,8600,13298,,1400,,2117,380,,1000
2001,16,0,8300,0,550,0,0,0,5545.1,300,0,7500,3802,523,0,89,5005,250,1803,7157,0,250,0,160,0,704,,39453.482,0,227,2088,50,,0,12793,0,0,0,,3513,661039.9,0,6830,0,0,0,1200,650,3246,1324,0,1369,3550,,5160,201,,2047,,0,2746,,2920,25700,1174,0,45,405,900,0,0,,0,,95,1325,,,0,,19839,0,58,,0,,240,0,335,32118,1900,0,14819,0,0,265,2000,315,0,,204,1321,1279,3452,125,105000,31300,6000,3450,26184.40822,4700,39804,596.247,76548,,3173,2029,1319,0,,921,0,469,92,529,2890,0,0,63,3000,,,729,,630,52,181,13820,0,0,0,0,255,200,0,32133.621,68,0,0,10000,265,378,0,0,285,,,3380,93,1080,514,47,2400,0,1642,0,1370,0,11000,0,820,,650,,3950,8653,982.54311,11918,10162,1240,980,52046,402.1,0,,193.029395,380,,5668,35300,91,,,,0,0,0,0,0,,20608,1539,2414.728317,0,113,600,3123,1237,0,0,8036,40510.437,1108,0,0,0,0,,65,0,2645,3950,5005,18127.57,70,,27912.584,,800,0,697,5721,30125,450,0,0,431,5800,6100,11090,,900,90450,1015,,4000,0,8700,16073,0,1493,,2418,215,,800
2002,27,0,9000,0,597,0,0,0,3910.8,355,0,7550,3918,848,0,67,5000,298,2171,6980,0,250,0,160,0,913,,38926.768,0,241,2137,30,,0,13079,0,0,0,,3462,725000,0,6604,0,0,0,1200,650,3378,1327,0,1438,3217,,5320,265,,2028,,0,3050,,3000,28155,1323,0,45,466,900,0,0,,0,,111,1198,,,0,,19437,0,62,,0,,257,0,347,31009,1900,0,14282,0,0,230,2000,360,0,,290,1224,1206,3510,83,115000,34640,6834,3320,28134.18356,4584,41722,613.981,71829,,3558,2129,1463,0,,1584,0,533,240,606,2852,0,0,54,3300,,260,728,,600,30,109,14336,0,0,0,0,221,200,0,33371.512,148,0,0,10200,490,471,0,0,290,,,3085,100,1000,549,54,2100,0,1631,0,1700,0,11000,0,748,,450,,3980,13400,1010.44599,10948,9759,1340,937,55514,477,0,,207.92757,380,,5680,37700,101,,,,0,0,0,0,0,,23287,1653,2393.839711,0,144,200,3141,1178,0,0,8525,42387.66,1018,0,0,0,0,,65,0,2642,3771,4679,19362.884,100,,31678.811,0,800,0,744,6022,32577,450,0,0,506,7142,7000,11089,,1026,91266,1000,,4000,0,7000,21121,0,1561,,2396,230,,600
2003,24,578.451,9000,0,700,0,0,0,5217.4,384,0,8000,3886,1012.7,0,129.256,5000,325.106,2472.1,6550,0,250,0,160,0,890.879,,35122,0,236,2100,30,,0,13416,0,0,0,,3622.411,862081.1,0,7337.398,0,0,0,1130,650,3654,1345.5,0,1636.879,3502,,5543,330.8,,1953,,0,2906.699,,3100,26639,1391,0,45,506.2,1130.066,0,0,,0,,120,1492.896,,,0,,19655,0,60,,0,,260,0,344.8,32749,1900,0,14638,0,0,229.5,2000,360,0,,290.3,1268,1188.516,3573,89.798,123000,35500,1901,3830,29557.38356,4632,43580,607.682,68765,,3514.9,2569.7,1658.073,0,,1863.4,0,757.3,250,596.9,3900,0,0,25,3500,,295.205,714,,768,200,161,17243,0,,0,0,220,200,0,33593.401,162,0,0,10400,600,571.505,0,0,295,,,2450,100.171,1080,889.611,54,2300,0,1650,0,2500,0,13000,0,888.9,,520,,4000,13067,1138.14621,11653.448,8567,1400,948.943,59194,484.4,0,,274.696041,380,,5992,41000,105.105,,,,0,0,0,0,0,,24110,1694,2071.470408,0,169.109,150,3147.478,1370,0,0,8973.431,44746.757,1164,0,0,0,0,,65,0,2476,3613,4824,18474.193,166.3,,32530.155,0,800,0,765.6,6038,35076.902,450,0,0,507.068,8923,8000,11215,,1186.3,94328.695,1050,,4804.8,0,7700,24127,0,1541,,2075,350,,400
2004,24,573.221,11000,0,754,0,0,0,6254.064,501,0,8000,4355.7,1427.5,0,400,5000,322.27,2731.2,6715,0,250,0,170,0,1044.944,,35984,0,241.872,2938.87,30,,0,13862.9,0,0,0,,3797.603,966819.9,0,7822.386,0,0,0,1500,650,3811,1401.3,0,1688.917,3828.677,,5632,402.5,,2150,,0,2653.639,,3470,28763,1265,0,45,615,1315.934,0,0,,0,,120,1295,,,0,,20962,0,60,,0,,260,0,424.6,31854,1900,0,15039,0,0,230,2200,360,0,,300,1392,1039.391,3580,100.287,130000,33230.143,2500,5000,31795.23014,4494,45343,808.07,67377,,3907.6,3662,1789.102,0,450,2635,0,870.1,250,753.1,4400,0,0,121.059,3600,,283.647,797,,751.54,170,119.5,15690,0,,0,0,220,300,0,34992.442,61.9,0,0,11000,550,518.999,,0,285,,,2380,114.762,1110,521,54,2300,0,1420,0,2621,0,14151,0,1042.2,,470,,4604.201,13346,1276.41151,12566.265,8843,1400,1032.43,54330,667.6,0,,311.865987,380,,6238.584,45700,104.288,,,,0,0,0,0,0,,25515,2391,2240,0,180.46,0,3158.308,1186,0,0,10297.433,46593.482,1400,0,0,0,0,,65,0,2588,3851,4757,19049.935,193.6,,35626.12,0,800,0,768.4,6661.5,38795.797,550,0,0,558.988,10635,9000,11405,,1280.9,99014.588,620,,5067.8,0,5000,26153,0,1546.3,,0,390,,500
2005,15.2,489,12800,0,1315,0,0,0,7594.507,605,0,8475,4559.7,1537.9,0,400,5100,340.696,3130.9,7594,0,250,0,170,0,1025.54,,38705,0,266.027,3618.221,30,,0,14179.4,0,0,0,,3999.122,1068847.9,0,9959.223,0,100,0,2000,650,3480.949,1566.9,0,1804.645,3978.056,,5930,521.368,,2120,,0,2778.708,,3690,32458,1131,0,45,726,1568.624,0,0,,0,,143,1357,,,0,,21277,0,60,,0,,260,0,450,31009,1800,0,15166,0,0,240,2400,0,0,,300,1384,1005.33,3371,132.438,142086,33917,3000,5083,32557.96986,5092.839,40284,844.843,69629,,4045.9,3974.8,2123.256,0,450,2145,0,972.8,250,832.1,4600,0,0,143.847,3621,,280,760,,886.529,150,166,17860,0,,0,0,220,300,0,37451.616,111.9,0,0,11000,490,543.072,,0,290,,,2496,119.302,1100,530.3,59.2,2700,0,1613,0,2686,0,16837,0,1050,,550,,5107.258,15494,1439.95116,12646.223,8438,1500,1000,47197,772.8,0,,334.087385,380,,7032.1,48534.1,101.128,,,,0,0,0,0,0,,26063,2623.2,2276,0,172.12,0,3498.685,1114,0,0,11463.546,50311.973,1500,0,0,0,0,,65,0,2709,4022,4700,19890.989,253.1,,37871.724,0,800,0,686.4,6691,42786.835,650,0,0,630,12183,10000,11216,,1366,100902.712,620,,5068,0,5800,30808,0,1550,,0,435,,600
2006,29.8,525,14701.572,0,1373,0,0,0,8929.376,625,0,9000,4852.2,1622,0,400,5100,337.801,3494.8,8192.136,0,1488.883,0,180,0,1226.319,,41895,0,240,4092.692,30,,0,14335.5,0,0,0,,4111.533,1236764.8,0,10038.131,0,100,0,1399.789,360.297,3597.965,1704.7,0,1786.488,4238.818,,6155,519.233,,2937,,0,3776.798,,4110,36100,1311,0,45,848.9,1731,0,0,,0,,143,1684.507,,,0,,22540,0,62,,0,,260,0,450,33630,1800,0,15674,0,0,230,2400,0,0,,290,1668,1010,3724.153,141.433,158788,35000,3500,4981,34862.10959,5088.88,47814,760.815,69944,,3967.4,4880.2,2174.09,0,450,2200,0,1059.9,400,1065.4,3348,0,0,154.99,5300,,280,901,,924.225,150,187.6,18400,0,,0,0,220,373.963,0,40362.002,140.8,0,0,11352,605,570.031,,0,295,,,2790,119.302,1120,530,62,3300,0,1695,0,3611,0,20202,0,1050,,600,,5782.419,12033,1636.07872,14688.353,8340,1568,1000,49199,1051.1,0,,200.592693,400,,8252.768,54731.2,102.589,,,,0,0,0,0,0,,27053,2883.8,2565,0,234.44,0,3592.509,1269,0,0,12657.529,54048.27,1600,0,0,0,0,,65,0,2952,4040,4804,19293.803,281.5,,39408.163,0,800,0,883,6932,47499.159,920.6,0,0,630,13732,13000,11469,,1369.9,99712.374,620,,5700,0,11000,32690,0,1470,,0,550,,700
2007,28.4,889,15886,0,1400,0,0,0,9602.25,722,0,9200,5202.5,1692.8,0,400,5100,294.184,3820.5,9570.99,0,1550,0,180,0,1283.357,,46551,0,200,4413.346,30,,86.99,15077.6,0,0,0,,4439.967,1361172.5,0,11067.76,0,100,0,2300,468.797,3587.202,1805.3,0,1872.531,4898.53,,6129,530.196,,2871,,0,4100,,4420,40400,1300,0,45,937.4,1625.56,0,0,,0,,145,1742.534,,,0,,22300,0,62,,0,,228.601,0,450,33382,1800,0,16666.666,0,0,230,2500,0,0,,290,1776,1000,3551.746,140,170330,36000,4500,4700,39191.20548,5000,47541.637,773.019,67685,,4255,5698.6,2545.661,0,470,2200,0,1229.5,400,1105.365,3945,0,0,157.2,5206,0,300,1081,,944.529,270,185.3,19480,0,,0,0,220,409.513,0,43319.522,179.8,0,0,12792,665,608.192,0,0,300,,,2700,121.818,1100,530,42,4700,0,1700,0,3880,0,24593,0,1050,,600,,6231.023,13048,1738.648832,17119.936,12631,2400,1150,52182,1531,0,,326.784571,400,,10059.579,59934.1,103.034,,,,0,0,0,0,0,,30290,3152.3,2677,0,247.38,0,3718.41,1300,0,0,13651.416,54720.445,1700,0,0,0,0,,65,0,2950,4000,5104,18957.336,313.1,,35668.235,0,996,0,901.8,7052,49552.551,941,0,0,650,15000,16000,11887,,1629.9,96849.651,620,,6500,0,8000,37102,0,1728,,0,540,,400
