BLDGID5,REGION5,CENDIV5,MSA5,CLIMATE5,SQFT5,SQFTC5,NFLOOR5,PORBLG5,NUMBLG5,YRCON5,MONCON5,YRCONC5,EXPRED5,AMTDIF5,PBA5,HT15,HT25,COOL5,WATR5,COOK5,MANU5,GENR5,HEATP5,COOLP5,WKHRS5,WKHRSC5,TOTWK5,TOTWKC5,NWKER5,NWKERC5,WLCNS5,RFCNS5,BLDSHP5,BLDLEN5,BLDWID5,ATTWLL5,GLSSPC5,LTOHRP5,ADJWT5,PAIR5,STRATUM5,ELSUPL5,NGSUPL5,FKSUPL5,STSUPL5,HWSUPL5,ELBTU5,NGBTU5,FKBTU5,STBTU5,HWBTU5,MFBTU5
2858,3,6,2,4,6000,3,1,2,   ,1937,  ,3,3,         ,12,1,1,1,1,2,2,2,100,100,8,1,3,1,1,1,5,3,2,80,45,0,1,100,1593.18,2,9,1,1,2,2,2,30217,81908,              ,              ,              ,112125
2859,2,4,1,2,300000,8,6, ,0,1978,  ,6,3,         ,16,1,1,1,1,1,2,1,100,100,168,6,1000,9,500,8,5,6,2,210,200,0,1,100,20.91,1,16,1,1,1,1,1,2161683,69577893,1029912,36420000,4047000,113236488
2860,2,3,2,2,500000,8,9, ,1,1891,  ,1,3,         ,2,1,1,1,1,1,2,2,100,100,72,4,975,9,700,8,5,6,2,500,120,0,4,100,12,2,15,1,1,2,2,2,24068135,193856294,              ,              ,              ,217924429
2861,4,9,2,4,60000,6,1,2,   ,1972,  ,6,3,         ,5,1,2,1,1,2,2,2,30,50,60,3,50,5,25,4,4,4,2,100,46,0,1,100,408.89,2,13,1,1,2,2,2,1101684,354696,              ,              ,              ,1456380
2862,1,2,2,3,120000,7,1,2,   ,1968,  ,5,1,60000,5,1,2,1,1,2,2,1,100,10,83,4,28,4,24,4,3,6,2,630,200,0,1,100,149.54,2,17,1,1,2,2,2,2746933,2625596,              ,              ,              ,5372529
2863,4,8,2,2,10001,4,3, ,1,1925,  ,3,3,         ,2,1,1,2,1,2,2,2,100,   ,168,6,10,3,10,3,5,3,2,150,45,0,1,90,444.28,2,9,1,1,2,2,2,91974,716081,              ,              ,              ,808055
2864,2,3,2,2,250000,8,1,2,   ,1980,  ,7,3,         ,5,1,1,1,1,2,1,2,100,3,66,4,30,4,30,4,3,6,3,     ,     , ,1,50,241.5,2,20,1,1,2,2,2,2334432,8287978,              ,              ,              ,10622410
2865,2,4,1,1,2500,2,1,2,   ,1920,  ,3,3,         ,5,2,2,2,2,2,2,2,   ,   ,24,1,0,0,0,0,3,5,2,60,40,0,1,0,1908.34,1,8,2,2,2,2,2,              ,              ,              ,              ,              ,0
2866,1,2,1,2,6000,3,1,2,   ,1988,  ,8, ,         ,7,1,2,1,1,2,2,2,100,100,69,4,2,1,2,1,5,5,2,109,54,0,1,60,2141.06,1,8,1,2,1,2,1,283527,              ,20665,              ,476000,780192
2867,3,5,1,4,5001,3,1,2,   ,1939,  ,3,3,         ,1,1,2,2,2,2,2,2,5,   ,   , ,     ,  ,     ,  ,5,4,3,     ,     , ,1,991,1762.66,2,3,1,2,2,2,2,14218,              ,              ,              ,              ,14218
2868,4,9,2,4,1500,2,1,1,   ,1924,  ,3,3,         ,8,1,2,2,1,2,2,2,100,   ,60,3,2,1,2,1,5,3,1,100,100,0,3,100,435.97,1,22,1,1,2,2,2,33049,102385,              ,              ,              ,135434
2869,3,5,1,4,1001,2,1,2,   ,1984,  ,7,3,         ,5,2,2,2,2,2,2,2,   ,   ,50,3,0,0,0,0,3,5,1,65,65,0,1,0,548.97,2,3,1,2,2,2,2,16777,              ,              ,              ,              ,16777
2870,3,7,1,5,90000,6,1,2,   ,1979,  ,6,3,         ,3,1,2,1,1,1,2,2,50,50,98,5,70,5,40,4,5,4,3,     ,     , ,2,50,365.84,2,19,1,1,2,2,2,95645,891834,              ,              ,              ,987479
2871,3,5,2,4,35000,5,2, ,0,1979,  ,6,3,         ,18,1,2,1,1,2,2,2,40,100,168,6,4,1,4,1,5,4,3,     ,     , ,1,10,461.25,1,9,1,1,2,2,2,864321,1267831,              ,              ,              ,2132152
2872,4,9,2,5,6000,3,1,2,   ,1962,  ,5,3,         ,1,1,2,1,1,2,2,2,100,100,60,3,10,3,10,3,5,4,3,     ,     , ,3,0,1854.51,2,21,1,1,2,2,2,41036,35295,              ,              ,              ,76331
2873,4,9,2,4,180000,7,3, ,0,1974,  ,6,3,         ,1,1,1,1,1,2,2,2,8,10,111,5,6,2,3,1,5,7,2,450,80,0,2,5,218.46,2,12,1,1,2,2,2,518702,0,              ,              ,              ,518702
2874,3,6,1,5,12500,4,2, ,0,1922,  ,3,3,         ,3,1,1,2,2,2,2,2,67,   ,51,3,4,1,3,1,5,4,2,160,50,1,3,67,640.23,1,5,1,1,2,2,2,64077,156511,              ,              ,              ,220588
2875,4,9,2,4,120000,7,1,2,   ,1963,  ,5,3,         ,2,1,2,1,1,2,1,2,100,100,168,6,350,7,250,7,4,6,2,250,150,0,2,100,72.22,2,22,1,1,2,2,2,19219537,10422947,              ,              ,              ,29642484
2876,2,4,1,2,12500,4,4, ,1,1952,  ,4,3,         ,12,1,2,1,1,1,2,2,50,25,75,4,10,3,6,2,5,3,3,     ,     , ,3,10,550.95,1,16,1,1,2,2,2,189277,1415389,              ,              ,              ,1604666
2877,2,3,2,2,1200000,10,6, ,0,1992,3,9, ,         ,2,1,2,1,1,1,2,1,100,100,63,4,4500,10,3500,10,1,6,3,     ,     , ,3,100,1.15,0,0,1,1,1,2,2,89580490,5510604,8599,              ,              ,95099693
2878,1,1,2,2,1500,2,1,2,   ,1945,  ,3,3,         ,2,1,1,1,1,2,2,2,100,100,48,2,3,1,3,1,6,3,2,40,25,0,1,100,1580.41,2,18,1,1,1,2,2,16245,30664,53534,              ,              ,100443
2879,2,4,2,3,300000,8,4, ,1,1936,  ,3,1,116335,14,1,2,1,1,2,2,2,100,90,65,4,200,6,200,6,5,6,2,592,272,0,2,100,9.62,2,8,1,2,2,1,2,12842495,              ,              ,15150000,              ,27992495
2880,2,3,2,1,17500,4,2, ,1,1975,  ,6,3,         ,2,1,2,1,1,2,2,2,100,95,52,3,55,4,20,4,5,4,2,120,60,0,4,80,444.28,1,18,1,1,2,2,2,492792,846147,              ,              ,              ,1338939
2881,1,1,2,1,30000,5,2, ,0,1958,  ,4,3,         ,5,1,1,1,1,2,2,2,30,5,54,3,30,4,30,4,3,5,2,210,120,0,1,30,149.54,1,17,1,2,1,2,2,609400,              ,549351,              ,              ,1158751
2882,3,6,1,4,8000,3,3, ,0,1972,  ,6,3,         ,18,1,2,1,1,2,2,2,100,100,168,6,6,2,6,2,5,2,2,80,40,0,3,100,1750.75,2,11,1,2,2,2,2,33028,              ,              ,              ,              ,33028
2883,2,4,1,2,6000,3,3, ,1,1910,  ,2,3,         ,3,1,2,1,1,2,2,2,66,30,91,5,2,1,2,1,5,4,3,60,36,2,1,35,2707.57,2,2,1,1,2,2,2,79810,566773,              ,              ,              ,646583
2884,1,2,2,3,8000,3,2, ,1,1991,  ,9, ,         ,2,1,2,1,1,2,2,2,29,25,79,4,23,4,23,4,5,3,2,60,40,0,4,28,435.97,1,16,1,1,2,2,2,141912,134696,              ,              ,              ,276608
2885,3,5,2,5,15000,4,1,2,   ,1979,  ,6,3,         ,3,1,2,2,1,2,2,2,50,   ,52,3,40,4,40,4,3,5,2,300,47,1,1,50,1438.51,2,1,1,2,1,2,2,448968,              ,982757,              ,              ,1431725
2886,1,1,2,2,7000,3,3, ,1,1955,  ,4,3,         ,2,1,2,1,1,2,2,2,100,30,40,2,20,4,20,4,5,4,2,60,40,0,3,100,1311.15,1,20,1,1,1,2,2,155461,32825,3280296,              ,              ,3468582
2887,3,6,2,4,17500,4,2, ,0,1992,2,9, ,         ,3,1,2,1,1,1,2,2,100,100,90,5,15,3,13,3,6,6,2,138,54,0,2,100,290.6,1,7,1,1,2,2,2,1778897,11135838,              ,              ,              ,12914735
2888,3,7,2,4,8000,3,1,2,   ,1977,  ,6,3,         ,3,1,2,1,1,2,2,2,75,75,43,2,20,4,16,3,5,4,2,170,45,0,2,75,541.42,2,15,1,1,2,2,2,63258,309523,              ,              ,              ,372781
2889,4,9,2,4,50000,5,1,2,   ,1926,  ,3,3,         ,14,1,2,2,1,2,2,2,100,   ,62,4,13,3,13,3,5,6,2,500,200,0,4,100,1.07,0,0,1,1,2,2,2,453397,2032687,              ,              ,              ,2486084
2890,1,2,2,3,350000,8,994, ,1,1982,  ,7,3,         ,2,1,2,1,1,1,2,1,100,100,40,2,800,8,800,8,1,4,2,100,200,0,5,100,21.29,2,19,1,2,1,1,2,15332876,              ,23993,8844000,              ,24200869
2891,2,4,2,1,600000,9,6, ,1,1990,  ,9, ,         ,2,1,2,1,1,2,2,2,100,100,45,2,900,8,900,8,5,4,2,305,160,0,4,100,10.71,2,21,1,2,2,1,2,17003163,              ,              ,15765000,              ,32768163
2892,2,4,1,1,1500,2,1,2,   ,1970,  ,6,3,         ,5,1,2,1,1,2,2,2,50,20,43,2,3,1,3,1,8,14,2,70,40,0,1,40,2305.59,2,8,1,1,2,2,2,28719,234612,              ,              ,              ,263331
2893,2,3,2,2,2500,2,2, ,1,1960,  ,5,3,         ,14,1,2,1,1,1,2,2,100,67,40,2,20,4,20,4,5,2,3,     ,     , ,4,100,412.43,1,20,1,1,2,2,2,302317,2639591,              ,              ,              ,2941908
2894,3,5,2,4,250000,8,1,2,   ,1954,  ,4,3,         ,5,2,2,2,2,2,2,2,   ,   ,45,2,5,2,5,2,3,7,2,390,260,0,1,100,20.78,2,9,1,2,2,2,2,6315288,              ,              ,              ,              ,6315288
2895,2,3,2,2,6000,3,1,2,   ,1972,  ,6,3,         ,20,1,2,1,1,2,2,2,100,5,45,2,6,2,6,2,3,5,2,120,50,0,1,100,419.05,2,2,1,1,2,2,2,402735,158260,              ,              ,              ,560995
2896,3,6,2,5,35000,5,2, ,0,1985,  ,7,3,         ,16,1,1,1,1,1,2,1,100,100,168,6,108,6,80,5,9,4,3,     ,     , ,3,100,7.69,2,17,1,1,1,2,2,3285012,2644015,15533,              ,              ,5944560
2897,3,6,1,3,100000,6,2, ,1,1955,  ,4,3,         ,3,1,1,1,1,2,2,2,50,5,55,3,15,3,15,3,5,3,2,160,300,0,1,100,365.84,1,11,1,1,2,2,2,328129,1191582,              ,              ,              ,1519711
2898,3,5,2,3,25001,5,1,2,   ,1980,  ,7,3,         ,17,1,1,1,1,1,2,1,100,100,168,6,100,6,80,5,5,4,3,     ,     , ,3,100,485.48,2,5,1,2,2,2,2,4389456,              ,              ,              ,              ,4389456
2899,3,7,2,5,2500,2,1,2,   ,1974,  ,6,3,         ,6,1,2,1,1,2,2,2,100,100,168,6,6,2,2,1,5,3,2,125,30,0,2,100,1262.19,2,16,1,3,2,2,2,926703,              ,              ,              ,              ,926703
2900,3,7,1,5,1500,2,1,2,   ,1958,  ,4,3,         ,18,1,2,1,1,2,2,2,30,30,168,6,1,1,1,1,5,3,2,70,18,0,1,30,545.26,1,5,1,1,2,2,2,8100,133255,              ,              ,              ,141355
2901,3,7,2,5,90000,6,1,2,   ,1974,  ,6,3,         ,5,1,2,1,1,2,2,2,100,55,45,2,70,5,55,5,5,4,2,615,145,0,1,100,225.04,1,20,1,1,2,2,2,1175635,539505,              ,              ,              ,1715140
2902,3,7,2,5,25000,4,1,2,   ,1950,  ,4,1,2000,14,1,2,1,1,1,2,2,100,100,41,2,30,4,30,4,5,4,3,     ,     , ,2,100,412.43,1,12,1,1,2,2,2,980459,777512,              ,              ,              ,1757971
2903,1,2,2,2,90000,6,1,2,   ,1980,  ,7,1,20000,2,1,2,1,1,2,2,2,90,90,45,2,59,5,59,5,5,3,3,     ,     , ,3,90,24.39,1,4,1,1,2,2,2,2991068,2598739,              ,              ,              ,5589807
2904,2,3,1,1,3000,2,3, ,1,1900,  ,2,1,900,2,1,1,1,1,2,2,2,100,75,82,4,7,2,7,2,5,4,2,56,22,2,1,75,373.49,2,16,1,1,2,2,2,46826,131918,              ,              ,              ,178744
2905,4,8,2,5,4500,2,1,2,   ,1964,  ,5,3,         ,6,2,2,1,1,1,2,2,   ,88,168,6,6,2,2,1,5,4,2,65,35,0,2,100,1379.42,2,22,1,1,2,2,2,871653,5968,              ,              ,              ,877621
2906,4,9,2,4,60000,6,2, ,0,1990,  ,9,3,         ,3,1,2,1,1,1,1,2,10,80,63,4,40,4,40,4,5,2,3,     ,     , ,1,85,1.02,0,0,1,1,2,2,2,1139533,63798,              ,              ,              ,1203331
2907,1,2,2,3,160000,7,2, ,0,1968,  ,5,3,         ,2,1,2,1,1,2,2,2,50,25,99,5,35,4,35,4,3,5,2,450,120,0,1,50,148.26,2,16,1,1,2,2,2,888133,777101,              ,              ,              ,1665234
2908,3,7,2,5,30000,5,1,2,   ,1960,  ,5,3,         ,5,1,2,1,1,2,1,2,100,20,45,2,12,3,12,3,5,4,3,     ,     , ,1,85,225.04,2,21,1,1,2,2,2,434825,371881,              ,              ,              ,806706
2909,2,3,2,1,8000,3,2, ,1,1957,  ,4,3,         ,18,1,2,1,1,2,2,2,100,97,112,5,3,1,1,1,5,4,3,     ,     , ,2,100,1327.4,2,18,1,1,2,2,2,240358,1013977,              ,              ,              ,1254335
2910,1,2,2,2,8000,3,3, ,1,1860,  ,1,3,         ,12,1,2,1,1,2,2,2,100,5,24,1,5,2,5,2,6,2,2,125,54,0,2,100,421.1,1,4,1,2,1,2,2,77473,              ,874163,              ,              ,951636
2911,3,7,1,5,4000,2,1,2,   ,1965,  ,5,3,         ,1,1,2,2,2,2,2,2,5,   ,   , ,     ,  ,     ,  ,6,5,3,     ,     , ,1,991,2257.27,1,5,1,2,2,2,2,37894,              ,              ,              ,              ,37894
2912,3,5,2,5,2500,2,1,2,   ,1984,  ,7,3,         ,3,1,2,1,1,2,2,2,100,25,54,3,4,1,4,1,3,5,2,100,24,0,1,100,2014.77,1,1,1,2,2,2,2,95956,              ,              ,              ,              ,95956
2913,2,3,2,2,35000,5,3, ,1,1972,  ,6,3,         ,8,1,2,1,1,2,2,2,100,100,168,6,50,5,40,4,5,3,2,164,160,0,2,100,21.21,1,20,1,1,2,2,2,2254820,3093277,              ,              ,              ,5348097
2914,1,1,2,2,3500,2,3, ,1,1935,  ,3,3,         ,2,1,2,1,1,2,2,2,100,100,62,4,5,2,5,2,5,2,2,40,26,0,2,50,467.82,1,22,1,2,1,2,2,23771,              ,272526,              ,              ,296297
2915,2,4,2,3,10001,4,1,2,   ,1954,  ,4,3,         ,5,2,2,2,2,2,2,2,   ,   ,995,0,0,0,0,0,3,5,2,200,75,0,1,991,444.28,2,12,2,2,2,2,2,              ,              ,              ,              ,              ,0
2916,1,2,2,2,7000,3,3, ,1,1935,  ,3,3,         ,2,1,2,1,1,2,2,2,66,7,55,3,5,2,4,1,6,3,2,65,42,0,1,100,1299.89,2,18,1,1,2,2,2,32960,96109,              ,              ,              ,129069
2917,1,2,2,3,5000,2,1,2,   ,1927,  ,3,3,         ,11,2,2,2,2,2,2,2,   ,   ,168,6,0,0,0,0,5,4,2,200,20,1,1,100,1445.54,1,7,1,2,2,2,2,92202,              ,              ,              ,              ,92202
2918,3,6,2,4,4000,2,2, ,0,1991,  ,9, ,         ,2,1,1,1,1,2,2,2,100,100,48,2,7,2,7,2,6,3,2,45,23,0,1,100,435.97,1,7,1,1,2,2,2,121740,144369,              ,              ,              ,266109
2919,3,5,2,4,8000,3,3, ,0,1945,  ,3,3,         ,15,1,2,1,1,1,2,2,100,100,112,5,25,4,25,4,5,4,2,60,30,0,1,100,1422.04,1,17,1,1,2,2,2,862850,921469,              ,              ,              ,1784319
2920,2,3,2,1,1500,2,1,2,   ,1952,  ,4,3,         ,13,1,2,1,1,2,2,2,100,70,9,1,2,1,2,1,6,3,2,54,30,0,2,100,1525.12,2,18,1,1,2,2,2,19056,71310,              ,              ,              ,90366
2921,3,7,1,5,1500,2,1,2,   ,1985,  ,7,3,         ,2,1,2,1,2,2,2,2,80,80,20,1,4,1,4,1,5,3,2,75,30,0,1,100,2306.03,2,19,1,1,2,2,2,60669,67708,              ,              ,              ,128377
2922,3,5,2,5,60000,6,1,2,   ,1956,  ,4,3,         ,3,1,2,1,1,2,2,2,100,100,93,5,80,5,40,4,5,4,2,300,200,0,1,100,225.04,2,1,1,2,2,2,2,6002285,              ,              ,              ,              ,6002285
2923,3,5,2,3,25000,4,2, ,0,1988,  ,8, ,         ,2,1,2,1,1,2,2,2,80,80,80,4,40,4,40,4,5,6,2,150,100,0,2,75,217.98,2,5,1,2,2,2,2,1364107,              ,              ,              ,              ,1364107
2924,1,2,2,3,900000,9,995, ,2,1964,  ,5,3,         ,2,1,2,1,1,1,2,2,100,100,62,4,2000,9,2000,9,1,4,3,     ,     , ,5,100,12.03,1,1,1,1,2,1,2,53038858,419626,              ,39944000,              ,93402484
2925,3,7,2,4,2500,2,1,2,   ,1977,  ,6,3,         ,2,1,2,1,1,2,2,2,100,100,50,3,2,1,2,1,5,4,2,75,30,0,1,50,1426.16,2,15,1,1,2,2,2,44513,101768,              ,              ,              ,146281
2926,2,4,2,1,100000,6,4, ,0,1977,  ,6,3,         ,17,1,2,1,1,1,2,1,100,100,168,6,735,8,50,5,5,6,3,     ,     , ,3,100,21.21,1,12,1,2,1,1,2,9504027,              ,0,14590000,              ,24094027
2927,3,5,2,3,70000,6,3, ,0,1961,  ,5,1,6465,14,1,2,1,1,2,2,2,100,9,40,2,62,5,60,5,5,6,3,     ,     , ,4,100,292.75,2,13,1,1,2,2,2,778632,3066420,              ,              ,              ,3845052
2928,3,7,1,5,6000,3,1,2,   ,1986,  ,7,1,400,12,1,2,1,1,2,2,2,100,100,22,1,1,1,1,1,3,5,2,100,50,0,1,50,2015.22,1,5,1,1,2,2,2,50719,76043,              ,              ,              ,126762
2929,3,5,2,5,160000,7,1,2,   ,1960,  ,5,3,         ,3,1,2,1,1,1,2,2,60,60,72,4,173,6,113,6,5,4,3,     ,     , ,2,60,276.93,1,1,1,2,2,2,2,328378,              ,              ,              ,              ,328378
2930,4,8,2,2,1500,2,1,2,   ,1962,  ,5,3,         ,3,1,2,2,1,2,2,2,100,   ,108,5,0,0,0,0,5,3,2,180,14,0,1,100,1865.07,2,19,1,1,2,2,2,140233,1070263,              ,              ,              ,1210496
2931,4,9,2,4,5001,3,2, ,0,1983,  ,7,3,         ,2,1,2,1,1,2,2,2,100,100,59,3,16,3,16,3,5,4,2,66,36,0,2,100,435.97,1,13,1,1,2,2,2,290934,60711,              ,              ,              ,351645
2932,2,4,1,1,100000,6,3, ,1,1880,  ,1,3,         ,3,1,2,2,1,2,2,2,100,   ,54,3,6,2,6,2,5,4,3,     ,     , ,1,100,609.07,1,22,1,1,2,2,2,64265,1108747,              ,              ,              ,1173012
2933,1,2,2,3,140000,7,5, ,0,1986,  ,7,3,         ,20,1,2,1,1,2,2,2,1,1,168,6,5,2,2,1,5,7,2,600,100,0,1,100,149.54,1,17,1,2,2,2,2,9418700,              ,              ,              ,              ,9418700
2934,3,5,1,4,6000,3,1,2,   ,1920,  ,3,3,         ,13,2,2,2,2,2,2,2,   ,   ,7,1,0,0,0,0,6,3,2,100,60,0,1,100,1908.68,2,3,1,2,2,2,2,5166,              ,              ,              ,              ,5166
2935,3,7,2,5,8000,3,1,2,   ,1955,  ,4,3,         ,5,1,2,1,1,2,2,2,25,25,57,3,5,2,5,2,5,4,2,96,45,0,1,50,138.47,2,19,1,1,2,2,2,273578,78204,              ,              ,              ,351782
2936,4,8,2,5,45000,5,2, ,0,1957,  ,4,3,         ,4,1,1,1,1,2,2,2,100,100,45,2,75,5,75,5,5,4,3,     ,     , ,2,100,209.53,2,22,1,1,2,2,2,8202428,293574,              ,              ,              ,8496002
2937,4,9,2,4,90000,6,6, ,0,1966,  ,5,3,         ,2,1,2,1,2,1,2,2,34,34,55,3,100,6,100,6,4,3,1,100,100,1,3,100,222.14,1,18,1,1,2,2,2,2580103,960263,              ,              ,              ,3540366
2938,4,8,2,5,4000,2,2, ,0,1981,  ,7,3,         ,5,1,2,1,1,2,2,2,40,40,55,3,5,2,5,2,5,4,2,100,70,0,2,100,225.18,2,8,1,2,2,2,2,99245,              ,              ,              ,              ,99245
2939,4,9,2,4,15000,4,1,2,   ,1957,  ,4,3,         ,5,1,1,1,1,2,1,2,50,30,78,4,15,3,15,3,5,3,2,220,100,0,2,100,207.73,1,20,1,1,2,2,2,152260,103312,              ,              ,              ,255572
2940,1,2,2,2,2500,2,1,2,   ,1970,  ,6,3,         ,2,1,2,1,1,2,2,2,100,100,36,1,6,2,6,2,6,3,2,60,40,0,2,100,1520.22,2,4,1,2,2,2,2,417076,              ,              ,              ,              ,417076
2941,3,5,2,3,30000,5,2, ,0,1979,  ,6,3,         ,1,2,2,2,2,2,2,2,   ,   ,   , ,     ,  ,     ,  ,5,4,2,140,215,0,1,991,300.02,2,1,2,2,2,2,2,              ,              ,              ,              ,              ,0
2942,2,3,2,2,900000,9,995, ,0,1990,  ,9, ,         ,2,1,2,1,1,2,2,1,100,90,73,4,900,8,600,8,1,5,1,200,200,0,4,85,1.15,0,0,1,2,1,2,2,11227483,              ,8599,              ,              ,11236082
2943,2,3,2,2,50001,6,4, ,0,1883,  ,1,3,         ,13,1,2,1,1,2,2,2,50,5,109,5,4,1,4,1,5,3,3,     ,     , ,1,25,483.01,1,21,1,1,2,2,2,82069,1012845,              ,              ,              ,1094914
2944,3,5,2,5,15000,4,2, ,0,1954,  ,4,3,         ,18,1,2,1,1,2,2,2,100,100,168,6,5,2,4,1,5,2,3,     ,     , ,5,100,1423.83,2,1,1,1,2,2,2,485029,974977,              ,              ,              ,1460006
2945,1,1,2,2,25001,5,2, ,0,1983,  ,7,3,         ,17,1,2,1,1,1,2,2,100,96,168,6,164,6,70,5,5,6,3,     ,     , ,3,100,299.07,2,12,1,1,2,2,2,2504531,5916441,              ,              ,              ,8420972
2946,3,6,2,4,50000,5,1,2,   ,1985,  ,7,3,         ,1,1,2,1,1,2,2,2,12,12,42,2,20,4,20,4,5,5,2,500,100,0,1,100,300.02,2,7,1,1,2,2,2,245255,224734,              ,              ,              ,469989
2947,3,5,2,5,80000,6,1,2,   ,1992,3,9, ,         ,14,1,2,1,1,1,2,2,100,100,40,2,55,5,55,5,5,5,3,     ,     , ,3,100,20.87,1,1,1,2,2,2,2,4058574,              ,              ,              ,              ,4058574
2948,3,5,2,5,200000,7,3, ,0,1972,  ,6,3,         ,20,2,2,2,2,2,2,2,   ,   ,80,4,2,1,1,1,4,4,2,700,1000,0,1,66,10.87,1,5,1,2,2,2,2,2457981,              ,              ,              ,              ,2457981
2949,1,2,2,3,10001,4,2, ,0,1935,  ,3,3,         ,5,2,2,2,2,2,2,2,   ,   ,2,1,0,0,0,0,3,5,2,190,48,0,1,5,1496.57,1,17,1,2,2,2,2,34734,              ,              ,              ,              ,34734
2950,3,6,2,3,2000,2,2, ,1,1964,  ,5,1,640,13,1,2,1,1,1,2,2,100,100,22,1,5,2,1,1,5,3,2,63,28,0,2,100,1509.76,1,9,1,1,2,2,2,47724,173181,              ,              ,              ,220905
2951,2,3,2,2,400000,8,8, ,2,1972,  ,6,3,         ,16,1,1,1,1,1,2,1,100,99,168,6,2140,9,1600,9,5,4,3,     ,     , ,1,100,21.39,2,20,1,1,1,2,2,73971614,175263910,385601,              ,              ,249621125
2952,2,3,2,2,1200000,10,995, ,4,1953,  ,4,3,         ,2,1,2,1,1,1,2,2,100,100,66,4,1000,9,1000,9,5,4,2,365,180,0,5,100,6.9,1,2,1,1,2,2,2,53659937,35369817,              ,              ,              ,89029754
2953,4,9,2,4,20000,4,1,2,   ,1950,  ,4,3,         ,5,1,2,1,1,2,2,2,10,10,45,2,15,3,15,3,5,4,2,180,100,0,1,100,222.14,2,1,1,1,2,2,2,156188,17081,              ,              ,              ,173269
2954,1,1,2,2,35000,5,3, ,1,1987,  ,8, ,         ,2,1,1,1,1,1,2,2,71,51,98,5,18,4,10,3,6,3,2,200,60,0,3,51,545.75,2,14,1,2,1,2,2,1222352,              ,1784247,              ,              ,3006599
2955,4,9,2,4,12500,4,1,2,   ,1982,  ,7,3,         ,5,1,2,1,1,2,2,2,80,10,45,2,10,3,6,2,5,4,2,174,240,0,1,100,1525.12,2,13,1,1,2,2,2,387450,147456,              ,              ,              ,534906
2956,1,2,2,3,8000,3,1,2,   ,1976,  ,6,3,         ,3,1,2,1,1,2,2,2,10,10,65,4,5,2,5,2,5,4,3,     ,     , ,3,100,1896.5,1,14,1,2,1,2,2,87463,              ,194166,              ,              ,281629
2957,1,2,2,2,2500,2,1,2,   ,1942,  ,3,3,         ,3,1,1,1,1,2,2,2,100,100,168,6,5,2,4,1,5,6,2,28,80,0,2,100,1605.92,1,4,1,2,1,2,2,494269,              ,249226,              ,              ,743495
2958,4,9,2,4,12500,4,1,2,   ,1968,  ,5,3,         ,14,1,2,1,2,2,2,2,100,100,40,2,13,3,13,3,5,2,3,     ,     , ,2,100,3.82,1,13,1,2,2,2,2,540904,              ,              ,              ,              ,540904
2959,1,2,2,3,22500,4,2, ,0,1951,  ,4,3,         ,5,1,2,1,1,2,2,2,10,10,54,3,40,4,40,4,5,4,3,     ,     , ,1,40,215.79,1,16,1,2,1,2,2,515386,              ,132172,              ,              ,647558
2960,1,2,2,3,45000,5,2, ,1,1940,  ,3,3,         ,13,1,2,1,1,2,2,2,100,1,60,3,7,2,7,2,5,3,3,     ,     , ,2,95,1.09,0,0,1,1,2,2,2,933110,117512,              ,              ,              ,1050622
2961,4,9,2,3,350000,8,8, ,3,1964,  ,5,3,         ,13,1,1,1,1,1,2,2,100,90,131,5,300,7,150,6,5,3,2,400,100,0,3,90,160.98,1,14,1,1,1,2,2,19408712,1150216,0,              ,              ,20558928
2962,1,2,2,3,10001,4,1,2,   ,1930,  ,3,3,         ,11,1,2,1,1,2,2,2,6,6,54,3,25,4,25,4,5,3,2,120,90,1,1,100,456.32,1,22,1,1,2,2,2,1539191,76660,              ,              ,              ,1615851
2963,1,1,2,2,10000,3,3, ,1,1968,  ,5,3,         ,11,1,2,1,1,2,2,2,50,50,52,3,9,2,9,2,5,4,3,     ,     , ,1,100,460.39,2,11,1,1,2,2,2,41149,192320,              ,              ,              ,233469
2964,1,2,2,3,17500,4,2, ,0,1980,  ,7,1,100,5,1,2,1,1,2,2,2,100,1,80,4,5,2,4,1,5,4,2,120,140,0,1,100,435.97,1,10,1,1,2,2,2,111064,443808,              ,              ,              ,554872
2965,1,1,2,2,12500,4,3, ,1,1957,  ,4,3,         ,12,1,2,2,1,1,2,2,100,   ,54,3,11,3,11,3,5,2,2,70,120,0,2,100,222.43,1,22,1,1,1,2,2,103998,1646,1255561,              ,              ,1361205
2966,3,5,2,5,45000,5,2, ,0,1976,  ,6,3,         ,13,1,2,1,1,2,2,2,100,100,83,4,3,1,3,1,5,4,2,125,100,0,1,100,293.72,2,21,1,2,2,2,2,2585044,              ,              ,              ,              ,2585044
2967,3,7,1,5,50000,5,1,2,   ,1883,  ,1,3,         ,12,1,2,1,2,2,2,2,100,100,4,1,42,4,42,4,6,3,3,     ,     , ,3,100,274.41,1,5,1,2,2,2,2,296998,              ,              ,              ,              ,296998
2968,3,5,2,5,6000,3,1,2,   ,1960,  ,5,3,         ,14,1,2,1,1,2,2,2,100,100,49,3,14,3,14,3,5,2,2,245,24,0,1,100,461.25,2,1,1,2,2,2,1,167693,              ,              ,              ,50000,217693
2969,3,7,2,5,2000,2,1,1,   ,1933,  ,3,3,         ,12,1,2,1,1,2,2,2,100,100,9,1,0,0,0,0,5,3,2,60,40,0,1,100,415.45,2,21,1,1,2,2,2,30920,89729,              ,              ,              ,120649
